Customer_ID,feature_snapshot_date,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Utilization_Ratio,Monthly_Balance,credit_history_months,num_loan_types,log_Annual_Income,debt_to_income,emi_to_salary,investment_rate,has_credit_limit_change,balance_to_debt,inq_per_loan,Credit_Mix_vec,Payment_Behaviour_vec,Payment_of_Min_Amount_vec,Occupation_vec,Age_group_vec,fe_1,fe_2,fe_3,fe_4,fe_5,fe_6,fe_7,fe_8,fe_9,fe_10,fe_11,fe_12,fe_13,fe_14,fe_15,fe_16,fe_17,fe_18,fe_19,fe_20
CUS_0x2375,2023-01-01,1.0,3.0,7.0,19,1.0,4.86,6.0,27.30041720369295,384.54927770008277,278,2,9.925117675610872,0.03834994958975776,0.011402985671934148,0.013206589523232856,1,0.49128952138853776,0.0594059405940594,"(4,[1],[1.0])","(7,[1],[1.0])","(3,[2],[1.0])","(16,[4],[1.0])","(4,[2],[1.0])",137.0,258.0,156.0,60.0,80.0,150.0,-54.0,34.0,151.0,77.0,52.0,253.0,77.0,15.0,70.0,237.0,218.0,40.0,88.0,7.0
CUS_0x24a8,2023-01-01,10.0,7.0,2.0,15,14.0,4.67,3.0,32.235776947103425,327.3736302994112,234,-1,9.935300123810787,0.012203048655267144,0.0,0.07091890322801142,1,1.2981760438798626,3.0,"(4,[1],[1.0])","(7,[2],[1.0])","(3,[1],[1.0])","(16,[9],[1.0])","(4,[1],[1.0])",186.0,64.0,33.0,162.0,206.0,132.0,91.0,-69.0,4.0,127.0,216.0,17.0,-223.0,177.0,177.0,188.0,-10.0,142.0,-20.0,-83.0
CUS_0x24c3,2023-01-01,2.0,4.0,11.0,5,12.0,7.5,3.0,39.886278411029885,811.5492836149435,388,-1,11.345729497514903,0.00952704253659842,0.0,0.015948740854499873,1,1.0068514827574826,3.0,"(4,[1],[1.0])","(7,[3],[1.0])","(3,[1],[1.0])","(16,[0],[1.0])","(4,[1],[1.0])",150.0,19.0,106.0,2.0,33.0,20.0,259.0,266.0,93.0,117.0,127.0,253.0,258.0,90.0,255.0,257.0,244.0,261.0,129.0,59.0
CUS_0x24e1,2023-01-01,3.0,3.0,13.0,26,17.0,10.88,0.0,36.71632436627296,816.3899991059981,385,2,11.443718249084586,0.005951239763922261,0.01597486264765771,0.020491068137540442,1,1.4692538585120307,0.0,"(4,[0],[1.0])","(7,[1],[1.0])","(3,[0],[1.0])","(16,[3],[1.0])","(4,[3],[1.0])",75.0,258.0,127.0,261.0,-8.0,93.0,15.0,76.0,-52.0,156.0,40.0,161.0,-90.0,150.0,35.0,34.0,190.0,70.0,153.0,88.0
CUS_0x2513,2023-01-01,5.0,4.0,8.0,35,15.0,10.07,0.0,34.60059156565439,1260.443699105603,268,-1,11.790495381475868,0.00490295460689085,0.056396027081961626,0.008585647021978221,1,1.946221860843328,0.0,"(4,[2],[1.0])","(7,[3],[1.0])","(3,[1],[1.0])","(16,[2],[1.0])","(4,[0],[1.0])",79.0,21.0,103.0,261.0,-22.0,148.0,89.0,60.0,145.0,247.0,-89.0,120.0,53.0,159.0,53.0,83.0,31.0,-10.0,18.0,99.0
CUS_0x2552,2023-01-01,6.0,3.0,32.0,6,15.0,11.47,8.0,31.07645024601649,298.2940645316517,71,5,9.89483371587104,0.10353662331479191,0.02539494904128774,0.06995774724521532,1,0.14572059094287024,1.3333333333333333,"(4,[0],[1.0])","(7,[0],[1.0])","(3,[0],[1.0])","(16,[13],[1.0])","(4,[2],[1.0])",-61.0,175.0,-91.0,101.0,262.0,29.0,238.0,-131.0,139.0,158.0,95.0,-44.0,171.0,143.0,250.0,164.0,-72.0,115.0,29.0,229.0
CUS_0x255d,2023-01-01,6.0,10.0,32.0,36,18.0,15.19,13.0,35.92080934557503,252.64310710128362,40,9,9.562300619178355,0.23253053060374776,0.05377658921682665,6.7394830367211975,1,0.0766932871824493,1.3,"(4,[3],[1.0])","(7,[2],[1.0])","(3,[0],[1.0])","(16,[0],[1.0])","(4,[3],[1.0])",-27.0,208.0,84.0,-144.0,58.0,252.0,105.0,64.0,121.0,78.0,73.0,19.0,64.0,177.0,-89.0,174.0,232.0,199.0,157.0,-66.0
CUS_0x2598,2023-01-01,2.0,2.0,8.0,10,2.0,0.0,7.0,32.32212419504313,851.3328508032074,237,3,11.722376662387973,0.0068570087360823335,0.02834926880915798,0.01201216473006654,0,1.0069262357829663,0.06930693069306931,"(4,[1],[1.0])","(7,[3],[1.0])","(3,[1],[1.0])","(16,[10],[1.0])","(4,[1],[1.0])",93.0,-63.0,66.0,102.0,223.0,-35.0,128.0,169.0,115.0,95.0,155.0,74.0,-90.0,-26.0,186.0,257.0,-19.0,189.0,261.0,169.0
CUS_0x25cc,2023-01-01,1.0,4.0,3.0,13,3.0,10.85,0.0,37.52271965194021,356.18943592452024,356,1,10.491767984404161,0.005626943137528187,0.006696425524713964,3.623978415584557,1,1.7537655812074446,0.0,"(4,[1],[1.0])","(7,[5],[1.0])","(3,[1],[1.0])","(16,[13],[1.0])","(4,[1],[1.0])",137.0,230.0,6.0,86.0,25.0,140.0,247.0,235.0,106.0,190.0,149.0,65.0,38.0,131.0,76.0,10.0,-80.0,108.0,166.0,262.0
CUS_0x26da,2023-01-01,5.0,5.0,4.0,7,14.0,7.99,6.0,32.24959266438904,299.98018908943334,237,4,9.731162167128806,0.00212128889537044,0.03349159204106763,0.059978767826085654,1,8.198861048472715,0.0594059405940594,"(4,[1],[1.0])","(7,[0],[1.0])","(3,[1],[1.0])","(16,[12],[1.0])","(4,[1],[1.0])",146.0,182.0,221.0,170.0,172.0,29.0,160.0,202.0,173.0,96.0,252.0,24.0,109.0,180.0,202.0,212.0,159.0,109.0,65.0,64.0
CUS_0x284a,2023-01-01,0.0,1.0,8.0,0,2.0,9.34,4.0,29.18791265416669,396.1113462137519,374,2,11.78534972678301,0.002681807935763329,0.08702980879522955,0.08314279923791842,1,1.124451654246664,1.3333333333333333,"(4,[1],[1.0])","(7,[2],[1.0])","(3,[1],[1.0])","(16,[1],[1.0])","(4,[0],[1.0])",67.0,128.0,137.0,53.0,-108.0,121.0,12.0,118.0,271.0,215.0,254.0,40.0,129.0,118.0,66.0,257.0,161.0,92.0,-20.0,-15.0
CUS_0x289e,2023-01-01,5.0,3.0,12.0,25,18.0,18.95,11.0,25.57182930988384,184.26323900840546,344,2,10.226888661536902,0.03699868181046801,0.010414727618773859,0.13272081901871707,1,0.18100774687927373,3.6666666666666665,"(4,[0],[1.0])","(7,[0],[1.0])","(3,[0],[1.0])","(16,[15],[1.0])","(4,[0],[1.0])",96.0,77.0,195.0,94.0,262.0,170.0,186.0,48.0,101.0,177.0,126.0,-23.0,81.0,9.0,-127.0,159.0,138.0,261.0,223.0,143.0
CUS_0x292d,2023-01-01,5.0,4.0,2.0,16,1.0,10.72,5.0,29.081344235302176,493.9828725616536,384,1,10.525750252215056,0.029706318208142284,0.11892664396157315,0.03074171567747948,1,0.44675963731037205,2.5,"(4,[1],[1.0])","(7,[2],[1.0])","(3,[1],[1.0])","(16,[7],[1.0])","(4,[0],[1.0])",34.0,212.0,18.0,110.0,75.0,55.0,142.0,-34.0,110.0,141.0,97.0,8.0,216.0,93.0,90.0,-21.0,71.0,146.0,-21.0,137.0
CUS_0x29b1,2023-01-01,4.0,7.0,16.0,27,22.0,9.71,10.0,27.22026483701993,272.4856937064513,204,4,9.458961008589377,0.10102588758636637,0.024258150942973518,0.061396357596191595,1,0.21095617413198856,2.0,"(4,[0],[1.0])","(7,[0],[1.0])","(3,[0],[1.0])","(16,[13],[1.0])","(4,[0],[1.0])",161.0,72.0,110.0,-14.0,161.0,89.0,171.0,167.0,-80.0,5.0,95.0,114.0,157.0,53.0,90.0,82.0,224.0,191.0,113.0,-27.0
CUS_0x2a55,2023-01-01,8.0,5.0,32.0,44,9.0,15.95,11.0,28.815258870143943,318.616680895831,220,3,9.757177719438014,0.11459792334672239,0.015070375776413987,0.06682022317097253,1,0.1613410807147052,2.75,"(4,[0],[1.0])","(7,[0],[1.0])","(3,[0],[1.0])","(16,[1],[1.0])","(4,[1],[1.0])",142.0,144.0,59.0,-78.0,77.0,23.0,82.0,156.0,11.0,-5.0,123.0,-2.0,145.0,-24.0,146.0,222.0,107.0,47.0,25.0,206.0
CUS_0x2a7d,2023-01-01,4.0,2.0,4.0,10,2.0,2.7,7.0,35.17152764336807,274.7688775306052,243,1,9.669717426142157,0.06118486817690115,0.1721248468839385,0.11509272915521447,1,0.2844121631693209,3.5,"(4,[1],[1.0])","(7,[2],[1.0])","(3,[1],[1.0])","(16,[0],[1.0])","(4,[0],[1.0])",260.0,118.0,-12.0,12.0,79.0,120.0,118.0,-27.0,93.0,255.0,24.0,-47.0,204.0,136.0,128.0,-55.0,252.0,119.0,-190.0,119.0
CUS_0x2abc,2023-01-01,3.0,3.0,9.0,10,14.0,14.65,1.0,31.09827448708762,295.29471208621584,360,1,9.537183179821076,0.03996369493795361,0.010964184869330875,0.06231587178781576,1,0.533739326078965,0.5,"(4,[0],[1.0])","(7,[5],[1.0])","(3,[0],[1.0])","(16,[11],[1.0])","(4,[2],[1.0])",124.0,125.0,90.0,-31.0,39.0,59.0,260.0,46.0,97.0,180.0,97.0,50.0,39.0,87.0,255.0,-45.0,114.0,-70.0,23.0,-23.0
CUS_0x2ad2,2023-01-01,3.0,7.0,20.0,7,8.0,2.49,3.0,21.945167360121545,278.5516153515224,202,4,10.461634548038154,0.02679046360329432,0.025754256064048766,3.3076412300786973,1,0.2982551988728381,0.6,"(4,[0],[1.0])","(7,[6],[1.0])","(3,[1],[1.0])","(16,[11],[1.0])","(4,[0],[1.0])",51.0,75.0,75.0,-51.0,232.0,195.0,7.0,198.0,83.0,66.0,-84.0,98.0,68.0,111.0,-15.0,-70.0,10.0,244.0,111.0,179.0
CUS_0x2b2d,2023-01-01,3.0,6.0,17.0,18,18.0,8.54,4.0,31.09596679663928,371.6513492338671,358,-1,10.24425483793001,0.03263239797841576,0.0,0.05737042539096265,1,0.40565547900577714,4.0,"(4,[2],[1.0])","(7,[2],[1.0])","(3,[0],[1.0])","(16,[3],[1.0])","(4,[0],[1.0])",148.0,167.0,-34.0,144.0,69.0,-26.0,48.0,-16.0,271.0,125.0,131.0,253.0,53.0,196.0,120.0,120.0,95.0,6.0,59.0,74.0
CUS_0x2b83,2023-01-01,2.0,6.0,10.0,1,3.0,2.7300000000000004,9.0,26.49604995989957,439.08379335150215,364,1,10.422808885349344,0.037696179962180665,0.008521912808132004,0.02108005085670365,1,0.3469980866316861,4.5,"(4,[2],[1.0])","(7,[3],[1.0])","(3,[1],[1.0])","(16,[1],[1.0])","(4,[0],[1.0])",135.0,185.0,212.0,185.0,118.0,80.0,-10.0,184.0,271.0,206.0,22.0,-8.0,-26.0,53.0,47.0,65.0,218.0,-19.0,-2.0,25.0
CUS_0x2baf,2023-01-01,6.0,5.0,11.0,20,20.0,16.05,10.0,34.455763002971466,94.19445175520376,176,5,11.026012312164873,0.00137586970261687,16.346753236239405,0.11054217860302676,1,1.1127346786113823,1.6666666666666667,"(4,[0],[1.0])","(7,[0],[1.0])","(3,[0],[1.0])","(16,[8],[1.0])","(4,[0],[1.0])",261.0,71.0,97.0,204.0,115.0,82.0,34.0,164.0,119.0,56.0,168.0,206.0,59.0,3.0,155.0,-97.0,258.0,243.0,215.0,133.0
CUS_0x2bf6,2023-01-01,5.0,4.0,13.0,25,12.0,9.58,7.0,37.45674717357847,409.9138613497576,71,5,10.990708876469554,0.04331931567578247,0.04365410232214183,0.03471551923086362,1,0.15984388083873688,1.1666666666666667,"(4,[0],[1.0])","(7,[3],[1.0])","(3,[0],[1.0])","(16,[5],[1.0])","(4,[0],[1.0])",114.0,43.0,-18.0,66.0,139.0,87.0,252.0,52.0,176.0,229.0,12.0,8.0,43.0,256.0,92.0,109.0,80.0,-40.0,55.0,111.0
CUS_0x2bfa,2023-01-01,6.0,6.0,11.0,30,12.0,19.75,7.0,35.848529937827024,330.69702453483063,215,4,9.389095995045741,0.06766669858584119,0.02112664864551533,0.04271722211363292,1,0.40944689552632435,1.4,"(4,[0],[1.0])","(7,[6],[1.0])","(3,[0],[1.0])","(16,[5],[1.0])","(4,[1],[1.0])",66.0,147.0,164.0,202.0,186.0,-53.0,145.0,117.0,136.0,236.0,187.0,107.0,212.0,95.0,140.0,40.0,186.0,48.0,85.0,255.0
CUS_0x2cae,2023-01-01,3.0,4.0,5.0,8,4.0,11.46,2.0,27.8519645258674,1019.760382260946,280,-1,11.658023319922451,0.012337730128554818,0.0,0.017427230200261993,1,0.7151036353873367,2.0,"(4,[1],[1.0])","(7,[3],[1.0])","(3,[1],[1.0])","(16,[11],[1.0])","(4,[0],[1.0])",25.0,44.0,80.0,56.0,8.0,14.0,21.0,266.0,12.0,58.0,117.0,121.0,82.0,206.0,202.0,-114.0,177.0,261.0,261.0,129.0
CUS_0x2ccc,2023-01-01,3.0,4.0,14.0,6,18.0,1.02,2.0,32.909927094760945,422.76775948835456,214,-1,11.061564889013738,0.010699615491647416,0.0,0.07518002871365213,1,0.6210780429546021,2.0,"(4,[0],[1.0])","(7,[0],[1.0])","(3,[0],[1.0])","(16,[5],[1.0])","(4,[0],[1.0])",3.0,37.0,120.0,134.0,234.0,168.0,21.0,129.0,74.0,184.0,-2.0,103.0,-188.0,139.0,44.0,257.0,96.0,250.0,106.0,66.0
CUS_0x2de0,2023-01-01,8.0,4.0,22.0,7,18.0,10.85,7.0,26.29584560925271,208.01180140480386,224,2,9.920480845187658,0.09744887249868135,0.019478969237980124,0.13153702685907395,1,0.10538162198106457,2.3333333333333335,"(4,[0],[1.0])","(7,[0],[1.0])","(3,[0],[1.0])","(16,[3],[1.0])","(4,[2],[1.0])",112.0,123.0,-46.0,117.0,183.0,108.0,228.0,241.0,271.0,40.0,70.0,-81.0,115.0,14.0,255.0,56.0,7.0,153.0,243.0,13.0
CUS_0x2e06,2023-01-01,3.0,7.0,1.0,2,0.0,5.88,5.0,32.16429548952249,280.62817063851537,249,4,10.599482673860201,0.0006426671133926043,0.024721937951759435,0.06856504257287754,1,10.516361861034927,1.0,"(4,[1],[1.0])","(7,[4],[1.0])","(3,[1],[1.0])","(16,[1],[1.0])","(4,[0],[1.0])",72.0,63.0,-25.0,-114.0,158.0,25.0,107.0,160.0,33.0,209.0,155.0,213.0,-14.0,219.0,-4.0,69.0,29.0,200.0,-12.0,32.0
CUS_0x2e20,2023-01-01,8.0,3.0,32.0,19,14.0,0.0,6.0,31.98365959056243,352.1525117790792,78,7,11.064273067235524,0.03822154840811417,0.04987179585548178,0.030302796879760188,0,0.14465163913290702,0.75,"(4,[0],[1.0])","(7,[1],[1.0])","(3,[0],[1.0])","(16,[9],[1.0])","(4,[0],[1.0])",200.0,-71.0,-24.0,130.0,126.0,158.0,108.0,-18.0,109.0,37.0,158.0,82.0,72.0,85.0,88.0,129.0,-102.0,164.0,146.0,262.0
CUS_0x2ea8,2023-01-01,5.0,6.0,19.0,14,10.0,17.93,1.0,33.67486046290044,386.5074215241941,394,3,11.668060802719866,0.004714869465737753,0.028509257942450614,0.059659291796953354,1,0.7025025317238522,0.009900990099009901,"(4,[2],[1.0])","(7,[5],[1.0])","(3,[0],[1.0])","(16,[12],[1.0])","(4,[2],[1.0])",-23.0,228.0,180.0,112.0,-83.0,-70.0,25.0,80.0,263.0,182.0,6.0,-102.0,102.0,69.0,160.0,235.0,222.0,215.0,235.0,119.0
CUS_0x2f1d,2023-01-01,7.0,7.0,17.0,39,19.0,15.02,11.0,37.54433541455754,203.9232413243509,92,7,9.625104113480335,0.2092696694149918,0.054273903783330316,0.0908972739341733,1,0.06465740551729553,1.375,"(4,[3],[1.0])","(7,[5],[1.0])","(3,[0],[1.0])","(16,[15],[1.0])","(4,[0],[1.0])",148.0,-5.0,39.0,21.0,-102.0,114.0,139.0,-232.0,73.0,141.0,42.0,7.0,109.0,233.0,107.0,1.0,92.0,195.0,-57.0,80.0
CUS_0x2fab,2023-01-01,0.0,1.0,10.0,11,7.0,7.89,5.0,24.348472626018644,594.5782445161361,388,3,11.235931932676252,0.004364037963251956,0.023082444103821972,0.018973803962033083,1,1.7948835046595628,1.25,"(4,[1],[1.0])","(7,[3],[1.0])","(3,[2],[1.0])","(16,[14],[1.0])","(4,[0],[1.0])",162.0,188.0,261.0,175.0,68.0,-63.0,70.0,234.0,36.0,142.0,126.0,132.0,258.0,36.0,139.0,-79.0,258.0,70.0,56.0,222.0
CUS_0x2fd6,2023-01-01,8.0,10.0,24.0,42,23.0,0.6399999999999997,14.0,24.989996292578866,509.67130464333525,150,3,10.643854617402107,0.048509923904411924,0.017329937034302894,0.010295352637968103,1,0.25091700388328303,3.5,"(4,[2],[1.0])","(7,[3],[1.0])","(3,[0],[1.0])","(16,[13],[1.0])","(4,[3],[1.0])",64.0,228.0,261.0,214.0,64.0,29.0,65.0,16.0,83.0,181.0,42.0,20.0,212.0,60.0,70.0,257.0,139.0,195.0,-32.0,-68.0
CUS_0x30f8,2023-01-01,1.0,5.0,8.0,13,2.0,-3.81,2.0,29.85771581157115,350.3854496880716,353,3,10.467103045263078,0.027833878339580207,0.026336673478967846,0.05293686945162834,1,0.3588898361622237,0.5,"(4,[2],[1.0])","(7,[0],[1.0])","(3,[1],[1.0])","(16,[15],[1.0])","(4,[1],[1.0])",201.0,200.0,32.0,126.0,262.0,96.0,229.0,154.0,-1.0,115.0,64.0,120.0,118.0,-7.0,155.0,99.0,165.0,15.0,-133.0,250.0
CUS_0x31e9,2023-01-01,4.0,6.0,18.0,24,11.0,11.95,8.0,24.07365731335912,247.49787202548413,212,6,9.829210027547598,0.10553912370989667,0.048686012163136186,0.08349597853901253,1,0.12674065733596718,1.1428571428571428,"(4,[2],[1.0])","(7,[2],[1.0])","(3,[0],[1.0])","(16,[5],[1.0])","(4,[3],[1.0])",167.0,231.0,52.0,-38.0,47.0,109.0,169.0,5.0,99.0,178.0,10.0,112.0,251.0,27.0,209.0,195.0,-6.0,66.0,0.0,112.0
CUS_0x321f,2023-01-01,8.0,6.0,10.0,5,12.0,5.1,2.0,32.76453007855753,435.6726121051609,314,-1,10.341866991844826,0.040533662582659065,0.0,0.04884402669693835,1,0.3471993417390164,2.0,"(4,[0],[1.0])","(7,[0],[1.0])","(3,[0],[1.0])","(16,[15],[1.0])","(4,[1],[1.0])",99.0,90.0,-17.0,26.0,46.0,24.0,40.0,-7.0,-23.0,165.0,254.0,213.0,10.0,68.0,122.0,257.0,6.0,-55.0,256.0,101.0
CUS_0x3231,2023-01-01,5.0,4.0,19.0,28,12.0,7.05,3.0,34.15204976654708,405.14590739876814,381,4,10.511039534670223,0.03965316788779974,0.03363546705379395,0.012343455506553124,1,0.27875299922359364,0.0297029702970297,"(4,[0],[1.0])","(7,[1],[1.0])","(3,[0],[1.0])","(16,[12],[1.0])","(4,[1],[1.0])",-28.0,129.0,129.0,132.0,24.0,125.0,197.0,21.0,133.0,122.0,90.0,183.0,202.0,135.0,147.0,169.0,48.0,81.0,-38.0,21.0
CUS_0x325f,2023-01-01,6.0,7.0,17.0,5,15.0,5.56,6.0,28.326874120299443,279.43650449473756,233,4,9.535425521103537,0.04963340277434104,0.033310955127674416,0.07662236199292252,1,0.4076111983935139,1.2,"(4,[2],[1.0])","(7,[0],[1.0])","(3,[0],[1.0])","(16,[2],[1.0])","(4,[0],[1.0])",40.0,146.0,30.0,13.0,262.0,26.0,62.0,66.0,116.0,127.0,84.0,251.0,120.0,101.0,93.0,150.0,86.0,-23.0,-43.0,79.0
CUS_0x3274,2023-01-01,4.0,7.0,9.0,30,11.0,10.1,10.0,33.60741346813408,355.72441946558786,207,3,10.397191228771204,0.01590297203384089,0.021617592550262472,0.0360617527111561,1,0.6832492232629531,0.09900990099009901,"(4,[2],[1.0])","(7,[1],[1.0])","(3,[2],[1.0])","(16,[14],[1.0])","(4,[1],[1.0])",194.0,50.0,55.0,186.0,149.0,105.0,-85.0,-87.0,189.0,245.0,16.0,117.0,135.0,224.0,243.0,36.0,138.0,-114.0,-50.0,262.0
CUS_0x328b,2023-01-01,4.0,7.0,13.0,23,15.0,13.739999999999998,8.0,33.144760569773986,394.5734835231908,228,-1,10.249914363282977,0.011643514949724399,0.0,0.04148684671060162,1,1.1976913029041747,8.0,"(4,[0],[1.0])","(7,[4],[1.0])","(3,[0],[1.0])","(16,[12],[1.0])","(4,[0],[1.0])",23.0,130.0,56.0,177.0,33.0,150.0,53.0,-34.0,96.0,183.0,241.0,-53.0,258.0,92.0,85.0,153.0,167.0,232.0,19.0,262.0
CUS_0x3379,2023-01-01,10.0,6.0,16.0,62,20.0,8.5,10.0,31.96737959423652,296.757676908703,190,6,9.09213887377656,0.2412390533889616,0.033574910984609255,0.05859085528683955,1,0.13885037044869455,1.4285714285714286,"(4,[3],[1.0])","(7,[0],[1.0])","(3,[0],[1.0])","(16,[6],[1.0])","(4,[2],[1.0])",237.0,-130.0,140.0,64.0,91.0,170.0,213.0,191.0,232.0,15.0,55.0,74.0,200.0,110.0,45.0,257.0,60.0,-25.0,261.0,73.0
CUS_0x3433,2023-01-01,7.0,6.0,1.0,8,9.0,6.64,5.0,36.21111460238206,276.835202778459,191,-1,9.597490445772863,0.03002558091768784,5.378753594170701,0.10955566018662974,1,0.6268703386170417,5.0,"(4,[1],[1.0])","(7,[0],[1.0])","(3,[1],[1.0])","(16,[0],[1.0])","(4,[1],[1.0])",50.0,180.0,-24.0,-42.0,91.0,29.0,38.0,216.0,145.0,171.0,176.0,253.0,-51.0,21.0,182.0,229.0,191.0,43.0,-18.0,-240.0
CUS_0x344e,2023-01-01,5.0,3.0,17.0,29,20.0,10.99,6.0,36.996875084180346,381.7826149197185,253,-1,10.225139799309003,0.009744418789260587,0.0,0.04138355059847833,1,1.418606585330462,6.0,"(4,[0],[1.0])","(7,[1],[1.0])","(3,[0],[1.0])","(16,[7],[1.0])","(4,[1],[1.0])",-23.0,-76.0,240.0,-41.0,143.0,188.0,196.0,76.0,-22.0,181.0,211.0,222.0,18.0,117.0,-64.0,173.0,227.0,50.0,194.0,262.0
CUS_0x3490,2023-01-01,8.0,6.0,15.0,17,17.0,11.29,7.0,30.83465340797713,369.7526649404541,260,-1,10.006087009978428,0.012242254957481515,0.0,0.025400435213343137,1,1.361559548073647,7.0,"(4,[0],[1.0])","(7,[3],[1.0])","(3,[0],[1.0])","(16,[11],[1.0])","(4,[1],[1.0])",181.0,60.0,206.0,150.0,53.0,100.0,89.0,-48.0,-21.0,75.0,158.0,233.0,184.0,161.0,9.0,127.0,45.0,54.0,50.0,130.0
CUS_0x34fa,2023-01-01,10.0,6.0,25.0,31,12.0,11.78,6.0,36.233773114279,506.8379945152622,164,2,11.007158690288918,0.043720597038685464,0.013442757020265822,0.03254775340529036,1,0.19254229111795923,2.0,"(4,[0],[1.0])","(7,[1],[1.0])","(3,[0],[1.0])","(16,[8],[1.0])","(4,[0],[1.0])",49.0,255.0,20.0,104.0,132.0,245.0,129.0,140.0,29.0,222.0,213.0,-15.0,69.0,107.0,5.0,109.0,258.0,104.0,111.0,62.0
CUS_0x3539,2023-01-01,1.0,5.0,10.0,11,6.0,10.72,5.0,38.176459000086325,286.08926777709235,290,-1,10.678052494949142,0.03383682514398649,0.0,0.09832269014413955,1,0.19539452505791433,5.0,"(4,[1],[1.0])","(7,[2],[1.0])","(3,[1],[1.0])","(16,[14],[1.0])","(4,[0],[1.0])",70.0,-65.0,195.0,127.0,91.0,152.0,-86.0,86.0,45.0,178.0,-22.0,122.0,72.0,72.0,255.0,97.0,143.0,150.0,216.0,33.0
CUS_0x354b,2023-01-01,4.0,3.0,7.0,11,10.0,13.76,6.0,36.66469813725525,350.6651040192203,292,1,10.919891818705462,0.019023494512422186,0.005771340901242568,0.08178270619880923,1,0.33417759069799424,3.0,"(4,[0],[1.0])","(7,[0],[1.0])","(3,[2],[1.0])","(16,[9],[1.0])","(4,[0],[1.0])",186.0,21.0,191.0,167.0,79.0,149.0,119.0,227.0,216.0,146.0,-9.0,114.0,34.0,87.0,50.0,72.0,161.0,153.0,120.0,-67.0
CUS_0x355f,2023-01-01,4.0,3.0,19.0,10,16.0,9.63,10.0,36.79427619576661,350.1041584789778,195,2,9.842835867853497,0.07778560507293729,0.009014907801174678,0.03600343686665217,1,0.2396353698428689,3.3333333333333335,"(4,[2],[1.0])","(7,[1],[1.0])","(3,[2],[1.0])","(16,[2],[1.0])","(4,[2],[1.0])",23.0,130.0,58.0,34.0,-12.0,248.0,88.0,141.0,104.0,275.0,81.0,76.0,102.0,191.0,86.0,123.0,130.0,141.0,10.0,-11.0
CUS_0x356c,2023-01-01,4.0,9.0,22.0,23,19.0,14.03,11.0,28.464704805609127,603.4224834044808,105,2,11.1220423213589,0.020733844701942113,0.0188042411471633,1.8294657411196207,1,0.4306353012371974,0.10891089108910891,"(4,[2],[1.0])","(7,[1],[1.0])","(3,[0],[1.0])","(16,[1],[1.0])","(4,[0],[1.0])",172.0,111.0,132.0,116.0,57.0,140.0,117.0,139.0,271.0,79.0,-66.0,-56.0,16.0,110.0,-71.0,224.0,140.0,28.0,182.0,41.0
CUS_0x3643,2023-01-01,8.0,3.0,11.0,26,17.0,8.76,11.0,28.83423295304277,492.1821791603056,100,1,10.741411471640061,0.0056450981435504895,0.009614600854425833,0.01992578385851712,1,1.8825184333166867,5.5,"(4,[2],[1.0])","(7,[3],[1.0])","(3,[0],[1.0])","(16,[8],[1.0])","(4,[2],[1.0])",157.0,217.0,126.0,72.0,165.0,252.0,-2.0,19.0,125.0,129.0,117.0,129.0,39.0,86.0,76.0,137.0,7.0,161.0,5.0,-107.0
CUS_0x36b3,2023-01-01,7.0,3.0,6.0,16,14.0,9.84,1.0,36.44954574831182,267.2569598698999,339,4,9.447838403012845,0.09674289127790406,14.356190563323727,0.09128977766872136,1,0.2184912156754929,0.2,"(4,[2],[1.0])","(7,[0],[1.0])","(3,[1],[1.0])","(16,[10],[1.0])","(4,[0],[1.0])",147.0,84.0,78.0,43.0,-15.0,116.0,-2.0,179.0,199.0,211.0,179.0,91.0,97.0,148.0,77.0,-77.0,43.0,114.0,261.0,133.0
CUS_0x36f7,2023-01-01,8.0,6.0,27.0,47,23.0,6.06,8.0,35.101275004734376,249.76195917717428,168,8,9.59000276822839,0.1836254293534438,0.07144176074802458,0.06181053352745999,1,0.09338600158540987,0.8888888888888888,"(4,[3],[1.0])","(7,[0],[1.0])","(3,[0],[1.0])","(16,[9],[1.0])","(4,[2],[1.0])",261.0,27.0,66.0,185.0,79.0,-46.0,71.0,138.0,-61.0,-13.0,2.0,68.0,174.0,-86.0,20.0,-67.0,3.0,27.0,177.0,173.0
CUS_0x3733,2023-01-01,6.0,7.0,5.0,28,8.0,0.77,3.0,33.952106910750715,286.8147768595968,401,4,9.46262516263653,0.06510290703886089,0.04728960439614059,0.07118541845885823,1,0.34310636807486056,0.6,"(4,[0],[1.0])","(7,[0],[1.0])","(3,[0],[1.0])","(16,[7],[1.0])","(4,[1],[1.0])",137.0,-12.0,70.0,82.0,155.0,-49.0,176.0,34.0,-48.0,37.0,254.0,10.0,258.0,231.0,228.0,92.0,65.0,254.0,-140.0,65.0
CUS_0x37a1,2023-01-01,5.0,5.0,7.0,10,16.0,16.21,5.0,40.25421575695611,324.9596553075744,255,3,11.057853639403717,0.02300306556217316,0.016001892707064827,1.8915737325983097,1,0.2232111148978131,1.25,"(4,[0],[1.0])","(7,[2],[1.0])","(3,[0],[1.0])","(16,[10],[1.0])","(4,[2],[1.0])",31.0,179.0,193.0,110.0,74.0,191.0,46.0,199.0,271.0,90.0,19.0,222.0,186.0,204.0,59.0,-36.0,205.0,97.0,116.0,134.0
